,asin,helpful,reviewText,overall,reviewTime,title,price,brand,reviewLength,reviewWords,usefulness,avgWordLength,expresiveness,ratingDelta,priceDelta,sentiment
83,B003G8CL2I,"[2, 4]","I installed it the day I received it,(96 Dodge Ram 1500 5.9L V8 with an aftermarket intake). It's been about 2 weeks now, and I can definitely feel the difference in throttle response. It's very quick and crisp. I have floored it a few times, and it throws me back into the seat, I love that! It was easy to install, instructions are on point, this is an Awesome product. I'm definitely going to order one for my other car,(2000 Grand Am  2.4L with an aftermarket intake).",5.0,"01 28, 2012",Econoaid 1010 Aluminum Throttle Body Spacer,29.99,Econoaid,472,94,0.5,5.0212765957446805,1.5535675263460282,1.1946105790109216,0.5142183867383086,1.0
84,B000HTS5JC,"[2, 3]","This is a great accessory. If you like add-ons that are reasonably priced and easy to install with a little flare, this is a nice one. I had it installed in about 4 minutes and it's had some nice comments already.",4.0,"10 10, 2011",Pilot Motorsports PM-2104 Six ShooterShift Knob for Manual / Automatic Transmission,14.03,Pilot,213,43,0.6666666666666666,4.953488372093024,0.7106745067327576,0.9556884632087372,0.2405629865267913,0.9999980330467224
85,B00062ZMSC,"[0, 3]",This air filter made my 2001 Mazda Tribute idle very roughly. After I recharged the air filter my car wouldn't even start at all! The oil used in the air filter clogged up my mass air flow censor and wouldn't allow fuel into the cylinder for ignition. I just put an ordinary Fram air filter in and it starts right up and runs great! Sometimes cheaper really is better. Note: I didn't get this off of Amazon. Amazon rocks!,1.0,"04 23, 2012",K&amp;N 33-2187 High Performance Replacement Air Filter,44.09,K&amp;N,421,82,0.0,5.134146341463413,1.3552397570252588,0.2389221158021843,0.7559816162484837,0.0013508200645446777
86,B000C5CEKC,"[2, 4]","I did not like the idea that my new Toyota Tacoma's gas cap did not have a lock and the tank itself did not have that little flap.  I was a little worried that someone can just drop something in the tank without working at it.  Just take the cap off and pour, not cool.  So I got this cap and it fit great for my 2013 Toyota Tacoma Access.  Easy to open and lock, a must buy.",5.0,"08 17, 2013",Motorad MGC-791 Locking Fuel Cap,10.46,Motorad,375,79,0.5,4.746835443037975,1.3056578146950664,1.1946105790109216,0.17935059437421502,0.0011765360832214355
87,B001P11SCM,"[1, 1]","There are two little problems I ran into with installation:1. My truck doesn't have much space left after all equipment I had installed. Well, this is not the device shortcoming, just a side note.2. Wiring designations were not very clear. I have an adapter that came with the truck, and colors are not obvious on both sides. Had to engage some brain functions to manage.Once done, works fine.",4.0,"07 11, 2013",Tekonsha 90160 Primus IQ Brake Control,94.95,Tekonsha,393,72,1.0,5.458333333333332,1.1899666159246174,0.9556884632087372,1.6280438753185196,0.7739269733428955
88,B0024NSM92,"[1, 1]",Perfect buy I really save money I recomend to everyone who owns a jeep liberty those lights are great bright,5.0,"06 3, 2013",Jeep Liberty Replacement Headlight Assembly - 1-Pair,49.0,Unknown,108,20,1.0,5.4,0.3305462822012826,1.1946105790109216,0.8401700883686936,1.0
89,B0002SR7TC,"[1, 1]","Im a professional mechanic who uses this tool often to fill transmissions with fluid.( no dipstick on german  cars) Ive never used it for evacuating fluid but always to fill and it works very well. One grip i have with it is if you push the rubber plug into the top fully its murder to remove later to drain the fluid out.also there should be a drain plug on the bottom, instead of having to turn the thing upside down to drain.it leaks a little around the top and bottom screws, but i have yet in 11 years of being a mechanic found a fluid filling device that did  not leak or create a huge mess while using it.overall this is recommendedupdate- 4/16/13 I use this a few times a month as an auto mechanic. I have had no issues with it so far. It leaks a little and is not the cleanest tool to use but it works as intended.",4.0,"06 5, 2009",Mityvac 7201 Fluid Evacuator Plus,86.75,Mityvac,823,166,1.0,4.957831325301205,2.7435341422706454,0.9556884632087372,1.4874439829792687,0.9999977350234985
90,B000C9VWQU,"[2, 2]",Arrived on time.  Came with 6 butt connectors for connecting to wire harness.  Convenient if you don't like to solder wire connections.,5.0,"01 27, 2011",ACDelco PT246 GM Original Equipment 6-Way Female Black Multi-Purpose Pigtail,37.1,ACDelco,135,23,1.0,5.869565217391305,0.380128224531475,1.1946105790109216,0.6361287811934394,0.7605333924293518
91,B00480J4J6,"[1, 1]",Worked perfectly. Replaced a headlight on my 2007 Prius and this saved me money (auto parts stores wanted to charge me $135 for this same exact bulb),5.0,"06 29, 2011","Philips D4R Xenon HID Headlight Bulb, Pack of 1",43.99,Philips,149,27,1.0,5.518518518518518,0.4462374809717315,1.1946105790109216,0.7542669834150783,0.9990882873535156
92,B00BFU9HWG,"[2, 2]",Installation was easy and product does what it says when hauling or pulling heavy loads. It helped me with reducing proposing,4.0,"12 5, 2013",Torklift A7310 StableLoad Quick Disconnect for Ford/Chevrolet,190.83,Torklift,125,21,1.0,5.9523809523809526,0.3470735963113467,0.9556884632087372,3.2720338359877097,0.9773824214935303
93,B0057CXKMQ,"[1, 1]","I have a 2006 Mazda 3.  The car had some serious vibration for about a year.  Motor mounts were installed by my local mechanic in a couple of hours. Once installed, the car was running like new.  I should have replaced the motor mounts months ago.",5.0,"03 26, 2012",M095 BCM439060D BP4S39040A 04-09 Mazda Engine Motor Mount 3PCS With Hydraulic 3 04 05 06 07 08 09,112.53,MotorKing,247,46,1.0,5.369565217391305,0.76025644906295,1.1946105790109216,1.929476327431206,0.015013962984085083
94,B00AN7BVCQ,"[1, 1]","I would have given this five stars, but the product did not meet my expectations. After 1,000 miles the tires are wearing horribly. To the tires defense it maybe for some other reason. To the sellers defense this is not their fault.The seller is awsome and very responsive and I WILL due business with them again, maybe just buy a better product!",4.0,"09 3, 2013",TWO TRAILER TIRES &amp; RIMS 5.30-12 530-12 5.30 X 12 12&quot; 4 LUG WHEEL WHITE SPOKE,75.9,eCustomRim,346,64,1.0,5.40625,1.0577481030441045,0.9556884632087372,1.3014063205547723,0.9999998807907104
95,B0037N4ZYY,"[1, 2]","Handle bar clamp for the beverage holder seems sturdy, however handle bar diameter on my bike, and my spouses bike, was to small to tighten clamp to keep holder from moving with water bottle in it.  So I had to add a piece of rubber gasket so I could get clamp to hold tightly",4.0,"03 4, 2014",Kroozercups Drink Holder,17.93,Kroozercups,276,54,0.5,5.111111111111111,0.8924749619434631,0.9556884632087372,0.3074336670296056,0.051106542348861694
96,B0030HI89A,"[1, 1]",The reversible design allows you to flip it over and use the clean side. I feel like a pro after using the whole 3m Perfect system. People couldn't believe how my 13 year old Tacoma looked. I got full price offers at high book. $8600 for a '99!,5.0,"11 19, 2012",3M 33279 9&quot; Perfect-It Low Linting Wool Pad,26.19,3M,244,49,1.0,4.979591836734694,0.8098383913931424,1.1946105790109216,0.4490623390688997,0.9986154437065125
97,B000OS6UUM,"[1, 1]","I just wanted to give an update... I've been using this inverter since Feb. 2013 and I don't have any complaints. We've been using it all day every day and I haven't had any trouble with it powering my off-grid home. We've run thru the whole voltage spectrum from low voltage shutdown (20.0v) up to equalize voltage (28.5v) and it's handled like a champ. I've run a compressor, table saw, skill saw, and shop vacs on this inverter without any problems, altho I don't run them all at the same time OR for extended periods of time (that's what the generator is for). The included wireless remote was a nice touch, even tho I never use it.I'd probably buy one again, and I definitely recommend them to folks. Of course with cheap inverters like this there's always the worry that it won't last much longer than the warranty, so my opinion may change. So far tho, our inverter has been doing it's job nicely.",5.0,"03 1, 2013",Power Bright ML3500-24 3500 Watt 24 Volt DC To 110 Volt AC Power Inverter,392.35,PowerBright,904,181,1.0,4.994475138121548,2.9914438539216075,1.1946105790109216,6.727361921866468,0.004670292139053345
98,B003UT3XKC,"[3, 3]","Always love a clear car with shiny just dressed tires. This stuff goes on easy with the dressing applicators that I use and a little goes a long way. It's also water based, so it won't dry out your tires like silicone dressings.Once the product dries, it doesn't sling all over your car. The shine also lasts a while. This is quality tire dressing at a good price. I highly recommend.",5.0,"08 30, 2013",Chemical Guys TVD_102 - New Car Shine Premium Dressing (1 Gal),18.95,Chemical Guys,384,75,1.0,5.12,1.2395485582548098,1.1946105790109216,0.3249229219303417,0.9999986886978149
99,B000CD57IU,"[1, 1]",The only shock that works correctly on the small Blazers. Have not had a problem yet and they are built nice.,5.0,"03 4, 2014",Monroe 911099 Reflex Light Truck Shock Absorber,39.0,Monroe,109,21,1.0,5.190476190476192,0.3470735963113467,1.1946105790109216,0.6687068050281438,5.27501106262207e-06
100,B0012WY8TO,"[1, 1]",Work as describe.  Problem is they do not come with replacement pins to secure them in place for the top mount.  Had to improvise .,4.0,"02 16, 2011",Monroe 901167 Max-Lift Gas Charged Lift Support,15.67,Monroe,131,24,1.0,5.458333333333332,0.3966555386415391,0.9556884632087372,0.2686829649946414,0.9392707347869873
101,B000C7ZUF6,"[1, 1]",I found out that this was my problem (AC only worked on MAX in Dodge truck) from searching the internet and installed it very easily! Very happy indeed!,5.0,"06 2, 2010",Standard Motor Products RU109 Blower Motor Resistor,25.75,Standard Motor Products,152,28,1.0,5.428571428571429,0.4627647950817956,1.1946105790109216,0.4415179546019155,0.9897404909133911
102,B0018F1E2E,"[0, 1]",Fuelpak works as supposed too.  Had a little bit of difficulty getting it to fit properly under the seat but eventually got it work.  So far very satisfied with my purchase of the Fuelpak.  Very easy to input all the codes downloaded from the Vance and Hines website.,5.0,"02 17, 2013",Vance &amp; Hines Fuelpak - Original for 49 State Use 61007A,260.94,Vance &amp; Hines,267,48,0.0,5.5625,0.7933110772830783,1.1946105790109216,4.4741629154883045,0.9996544122695923
103,B00BG3GT6E,"[1, 1]","BUY IT!BEST PRICE,GOOD QUALITY AND NO CORE TO WORRY ABOUT.CRANKS ENGINE FASTER THAN IT IDLES.USE A GOOD BATTERY.A CRAP BATTERY KILLS STARTERS AND ALTERNATORS.",5.0,"08 17, 2013",TYC 1-17877 New Starter for Jeep Liberty,66.36,TYC,158,29,1.0,5.448275862068965,0.4792921091918598,1.1946105790109216,1.1378303482478878,0.0009704232215881348
104,B0010DZZVK,"[1, 1]","I hadn't replaced my cabin filter since buying the car in 2004.  Seems to have better air flow now that it is replaced.  Great price, good quality.  Cheaper than the low quality ones in the local store.",5.0,"06 28, 2011",FRAM CF9846A Fresh Breeze Cabin Air Filter,17.98,Fram,202,38,1.0,5.315789473684211,0.628037936182437,1.1946105790109216,0.3082909834463084,0.9992308616638184
105,B008ULYT2Q,"[1, 2]",Pro:Very good gripfits very well based on the measure table on the web siteconfortableon sunny days don't sweatCons:on cold days don't hold the temperature,4.0,"04 30, 2013",Fox Racing Dirtpaw Race Men's MX/Off-Road/Dirt Bike Motorcycle Gloves - Black / Large,24.95,Fox Racing,155,28,0.5,5.535714285714287,0.4627647950817956,0.9556884632087372,0.4278008919346715,0.9951404929161072
106,B007ZGBLNW,"[21, 23]","Before making this purchase I read the other reviews and felt this light would meet my needs. I duck hunt in TN and logs are an issue when heading to the blind before daylight. The reviews indicate these lights are bright but that is an understatement. I mounted one of these lights on each side of a 2,500 lumen spotlight and the combination lights up an area of about two football fields. The first 50-75 yards is like daylight.",5.0,"03 19, 2013",OC Gizmo LED Work Light Lamp Off Road High Power ATV Jeep 4x4 Tractor 27W Round 30 Degree Round Spot Light,11.15,Meco,430,81,0.9130434782608696,5.308641975308642,1.3387124429151946,1.1946105790109216,0.19118156092471286,0.01079443097114563
107,B001TJ1WB2,"[4, 4]","Awesome fit in my jeep,just what I was looking for. if you have a TJ buy these. durable and clean up is a snap pull em out and hose them off.",5.0,"01 20, 2014",Rugged Ridge 12987.10 Black All-Terrain Front and Rear Floor Liner Kit - 4 Pieces,97.99,Rugged Ridge,141,32,1.0,4.40625,0.5288740515220521,1.1946105790109216,1.6801687134540466,0.9999992847442627
108,B0061S9YJI,"[2, 2]","I got two of these for my 2010 dodge journey and they are nice and white, but not as bright as hotter 35w bulbs I have used, though these look just as good and white as the others, they do not have any heat to ruin my factory fog light housing.",4.0,"01 2, 2012",Classy Autos H16 White LED Bulbs 3 Watts Super Bright DRL Fog Lights (A Pair),22.87,Classy Autos,244,51,1.0,4.784313725490196,0.8428930196132707,0.9556884632087372,0.3921365289998372,0.9344841241836548
109,B001UFXT8O,"[1, 1]","I read several positive reviews about the Hellwig sway bar performance, but thought they may have been overly optimistic; that is until I installed one on my 2010 CrewMax Tundra.  It's amazing how the sway bar eliminated most body roll in corners and going through dips diagonally. I initially set the bar to the middle setting, but quickly reset it to the most aggressive setting to feel the tightness and stability. This has been one of the best mods I have installed. The Hellwig bar is easy to install and I was very impressed with the quality.",5.0,"05 27, 2013",Hellwig 7692 Rear Sway Bar,266.95,Hellwig,548,98,1.0,5.591836734693878,1.6196767827862848,1.1946105790109216,4.577212348775975,0.9999994039535522
110,B0001L0DFA,"[1, 1]","This nozzle is good if your water pressure is very strong.  Otherwise it produces a weak jet and the shower action is not a real spray, but just a flow of water in the circular shape of the nozzle. It's fine to soak the ground around plantings, or to fill a birdbath, but not to water flowers or clean a deck.For this reason I can't use it where I intended to and have had to switch to a revolver nozzle, which works very well even with weaker water pressure.  If I'd known, I'd have saved the $19. I'm giving it three rather than two stars because it looks well made and is easy to use.Instead I recommend either the Orbit Signature series,Orbit 91155 Signature Series Rear Trigger 10-Pattern Turret Nozzleor a Dramm nozzle.Dramm 12704 Revolver 9-Pattern Premium Garden Hose Nozzle, Green",3.0,"06 9, 2011",Bon-Aire Original Ultimate Aluminum Hose Nozzle ( Colors may vary ),12.99,Bon-Aire,789,152,1.0,5.190789473684211,2.512151744729748,0.7167663474065529,0.22273080505937407,0.9997349977493286
111,B004QL6KEY,"[1, 1]","THE TIRES THEY HAVE IN STOCK ARE NOT RAISED WHITER OUTLINED LETTERING, THEY ARE BLACK WALL. I KNOW BECAUSE THEY HAVE SHIPPED ALL FOUR TIRES THAT ARE IN STOCK TO ME AND I SHIPPED THEM BACK!",5.0,"09 22, 2011",Michelin LTX M/S 2 Radial Tire - 235/85R16 120R,244.89,Michelin,188,36,1.0,5.222222222222221,0.5949833079623087,1.1946105790109216,4.198964345726722,0.5
112,B0006MQJ20,"[1, 2]","Great value for this price.I think the only thing I will probably use is the jump up cable.The flashlight which can be powered by hand, which is great.Also there are several piece of must-have tools, covering the needs of all work I can do by myself.Duct tape seems not long enough, neither does the rubber band; and the first-aid kit, which occupies the main part of 70pc, does not look like useful.",4.0,"12 18, 2012",AAA 70 Piece Explorer Road Assistance Kit,29.2,AAA,400,78,0.5,5.128205128205129,1.2891305005850022,0.9556884632087372,0.5006727873544051,0.9998360872268677
113,B00496X5UI,"[1, 2]","I replaced the worn out factory shocks. These ride far better and were 1/4 the cost of the factory ones. Bilstein has always made great products and this is no exception. They are very easy to install, I did it without removing the rear wheels in less than an hour. Now all I need is the front replacement, after replacing the rear shocks, I realized that the fronts also need replacing. Will soon get the same for the front.",5.0,"03 22, 2011",Arnott Air Suspension AS-2127 Air Suspension Shock,458.99,Arnott,425,80,0.5,5.3125,1.3221851288051305,1.1946105790109216,7.869993242047893,0.9961576461791992
114,B000C73KIA,"[0, 1]",I bought this for my friends car and it fitted perfectly and arrive in good shape.I would recomend this!,5.0,"10 19, 2009",Raybestos H2515 Professional Grade Drum Brake Adjuster Kit,10.5,Raybestos,104,20,0.0,5.2,0.3305462822012826,1.1946105790109216,0.1800364475075772,0.999991238117218
115,B001FCK4NK,"[1, 1]","It took me 20min to take it out of the box and install it. Yes, super easy plus I'm that good. Ha! You do have to pull some bolts and pivot it down out of the way  if you need to  replace a headlight assembly, you do NOT have to for a simple bulb change though. I'm very pleased!",5.0,"04 26, 2013",Aries 9044 Black Grille Guard,393.92,Aries Automotive,279,61,1.0,4.573770491803279,1.0081661607139119,1.1946105790109216,6.7542816573509326,0.9983420968055725
116,B005SI0A04,"[1, 1]","Make sure you get an instalation kit, the springs in this doesn't fit like they say.  I have to go out after I had taken the disk off and was looking in the box to see there was only the bottom springs, and nothing else.",4.0,"01 21, 2013",Raybestos 818PG Professional Grade Parking Brake Shoe Set - Drum in Hat,39.34,Raybestos,220,46,1.0,4.782608695652174,0.76025644906295,0.9556884632087372,0.6745365566617226,0.20998528599739075
117,B000VB71YQ,"[1, 1]","Delivered on time.  No fuss, it works well.  It fits like a globe.  I bought the two front ones since I don't normally take passengers in my coupe.",4.0,"12 20, 2013","WeatherTech Custom Fit Front FloorLiner for Honda Civic, Grey",124.95,WeatherTech,147,29,1.0,5.068965517241379,0.4792921091918598,0.9556884632087372,2.1424337253401693,0.5
118,B00J7H9UPS,"[2, 2]",Excellent fit and very well made.  Great protection while cutting wood or weedeatingAwesome product at a great price.Amazon prime 2 day shipping comes through for me again.,5.0,"06 11, 2014",Husqvarna 577764601 Pro Forest Helmet System with Visor/Hearing Protection,48.99,Husqvarna,172,28,1.0,6.142857142857142,0.4627647950817956,1.1946105790109216,0.8399986250853531,0.9999988079071045
119,B000NLQOCO,"[2, 2]","I received these steps 3 days after I ordered them, it took about 30 minutes to install them, and they look great.  They are very sturdy, having the third bracket really helps.",5.0,"08 4, 2011",Dee Zee DZ371537 4&quot; Oval Stainless Steel Tube Steps,247.99,Dee Zee,176,32,1.0,5.5,0.5288740515220521,1.1946105790109216,4.252117963562291,0.5
120,B000BPOIBG,"[2, 2]",One of the best plugs I have used in many years. Iam going to order a set for my wife's Camry today. They are great.,5.0,"07 3, 2008","E3 Spark Plugs E3.60 Automotive, Truck, Van and SUV OEM Replacement Spark Plug , Pack of 1",6.49,E3 Spark Plugs,116,26,1.0,4.461538461538462,0.4297101668616674,1.1946105790109216,0.11127967088801677,0.9884029030799866
121,B004U91YAW,"[9, 9]","I bought this to only power a sump pump. and it runs a 1/2 hp sump pump just fine.It very god on gas.I also ran a 3hp electric chainsaw on it for two days and it worked good. Again very good on gas.If I was looking to power up the whole house I would have looked at something bigger but this little generator is perfect for what I bought it for.Things to note.1stThese units idle up and down depending on the load being drawn. (to save gas)AC motors with a high starting loads, make the engine idle down (bog) for a split second before it can idle up to supply the power needed.So one thing that did not work was an old refrigerator. The compressor would engage then disengage before the unit could idle up and supply the fridge with enough current. I'm not sure if a new refrigerator would cause the same problem but the old one did.2ndI can start the unit with two pulls and restart it with one pull.My wife who is small and in shape could not even restart the generator, she did not have enough strength to pull the cord fast enough.Pros:Great on gas.Ultra portable.Quieter then a traditional generator.Cons:Strength needed to pull startDelayed power for surging motors or appliances",4.0,"11 5, 2012","Honeywell 6066 2,000 Watt 126cc 4-Stroke OHV Portable Gas Powered Inverter Generator",617.04,Honeywell,1186,231,1.0,5.134199134199133,3.817809559424814,0.9556884632087372,10.57997043524528,0.9946911334991455
122,B000C9MI2C,"[1, 1]","Prefect product, easily installed, took off one star because no instructions included.  Was hoping a torque setting would be included, instead I had to look it up.",4.0,"11 20, 2012",ACDelco 45A0798 Steering Linkage Tie Rod Outer End Kit,39.28,ACDelco,163,27,1.0,6.037037037037037,0.4462374809717315,0.9556884632087372,0.6735077769616793,0.9999050498008728
123,B001XWV92W,"[1, 1]",It was great made my car look a whole lot better I'm bout coke can size to my front bumper,4.0,"10 5, 2013",Function Form Type 1 Adjustable Coilover Suspension: 98-02 Honda Accord,630.0,Function &amp; Form Autolife,90,21,1.0,4.285714285714286,0.3470735963113467,0.9556884632087372,10.802186850454634,0.9998624324798584
124,B00029J3IO,"[1, 1]","I just put this muffler on my jeep. The sound is decent, not too aggressive. However, it does emit a deep tone that is kind of loud in the passenger compartment, but not too bad. Not sure how it will hold up, but it looks like the manufacturing was good quality for the price.",4.0,"04 25, 2013",Dynomax 17747 Super Turbo Muffler,60.99,Dynomax,276,54,1.0,5.111111111111111,0.8924749619434631,0.9556884632087372,1.0457545650940128,0.013040751218795776
125,B001DRP9G4,"[1, 2]","As described, genuine product from Germany, fast shipping! Fits perfectly in my 07 Mercedes Benz E350. Great great great great product once again!",5.0,"12 13, 2012",Mann-Filter HU 718/5 X Metal-Free Oil Filter,9.44,Mann Filter,146,23,0.5,6.3478260869565215,0.380128224531475,1.1946105790109216,0.16186133947347892,1.0
126,B003EHV64U,"[1, 1]",I put this in my 2010 ss in an hour. It would have been shorter but I dropped a screw behind the heat shield! ****!!!! It was a complete pain in the butt to get it and took me about ten minutes. I have only driven the car once but I liked the shifter so much that I had to write this now. The shift feels amazing and it is way smoother than the stock shifter. The box said it reduces the shifting distance by about 40% but it feels like a lot more and it makes the car a lot more fun to drive. If anything happens to the shifter as I drive the car I will change the review. Oh... one complaint... It comes with a white knob and the one I like that is aluminum and black is $75. I would guess that most people would rather not have a white shifter knob.,5.0,"08 12, 2013",Hurst 3916030 Billet Plus Short Manual Shifter for Camaro V8/V6,189.99,Hurst,752,155,1.0,4.851612903225806,2.5617336870599403,1.1946105790109216,3.257630920187104,0.000706404447555542
127,B003RW0HJ2,"[1, 1]","Just received my new remote in the mail the other day. As mentioned in the ad, the Remote came with instructions on how to program. The instructions were very simple to follow and worked perfectly the first go around! So thankful to have a new remote for my car! Couldn't have been any easier to program!",5.0,"12 12, 2010",1998 98 Ford Explorer Ford Keyless Entry Remote - 3 Button,3.86,Ford,304,57,1.0,5.333333333333333,0.9420569042736554,1.1946105790109216,0.06618482736945219,0.9999996423721313
128,B000HZRTDE,"[3, 3]",I'm puzzled at the reviews stating that this is a low quality organizer.  The thing is sewn from apparently high-quality materials.  It is gussetted so that it can adjust to manuals and documents of varying thickness.  The zippers appear to be high quality - at least they work smoothly and accomplish their task.  The size is perfect for at least my needs.  It expanded to readily fit a pair of Toyota manuals and a bunch of contracts and warranties.One reviewer mentioned vinyl trim.  My example is trimmed in the same material that the rest of it is constructed: a medium-weight fabric that feels and looks like nylon.  The only vinyl in sight is the clear window inside the organizer that houses an ID card.  Another reviewer mentioned that the organizer couldn't be zipped open with one hand.  This is probably true.I think this is a nice product that costs only a few dollars.,5.0,"01 2, 2014",High Road Auto Document Case and Organizer,13.0,High Road,882,158,1.0,5.582278481012659,2.6113156293901327,1.1946105790109216,0.22290226834271465,1.0
129,B004I0YOVO,"[0, 1]","When I worked it through your system, Amazon said this was the tail light I needed.  They were wrong.  The light did not fit at all that is why I returned it.  Additionally, I had to go back in and look for a replacement tail light.  I found a new one on e-Bay.  Now, I'm happy.Depo 312-1968R-AS Toyota Tundra Passenger Side Replacement Taillight Assembly",1.0,"08 16, 2012",Depo 312-1968R-AS Toyota Tundra Passenger Side Replacement Taillight Assembly,53.82,Depo,355,69,0.0,5.144927536231884,1.140384673594425,0.2389221158021843,0.9228153909388386,0.9688042998313904
130,B0000ANBU2,"[0, 4]","I cannot rate the candle as such as they were never received but if this is how you get them than a one star is enough,  Being emergency candles you would think they would ship fast,  Or you would think if not received they would replace them,",1.0,"06 7, 2013",Coghlan's 8674 Long Burning Emergency Candle,5.77,Coghlan&#39;s,243,47,0.0,5.170212765957447,0.7767837631730141,0.2389221158021843,0.09893431448749718,0.007291078567504883
131,B00466L2GU,"[3, 4]","I would not recommend this product to anyone .poor quality ,another fine example of Chinese junk.if I needed a bubble balancer I would save my money and buy an American made one,because like most tools, you get what you pay for",1.0,"05 27, 2013",Bullseye Level Portable Wheel Balancer,64.48,BR Tools,227,43,0.75,5.27906976744186,0.7106745067327576,0.2389221158021843,1.1055952509798646,0.24455764889717102
132,B004ZJOLBG,"[1, 1]","I really like this car cover. It fits very well, it was very easy to install. My only problem with it is the same as other have said, that the sides don't stay up because the velcro has lost its' stickiness. I will figure something else out because it is the only one out there with side panels. I love the side and back panels. It makes such a big difference in how my car looks. It looks like a custom fitted car liner.",4.0,"03 28, 2012",K&amp;H Quilted Cargo Cover,43.43,K&amp;H Manufacturing,421,85,1.0,4.952941176470588,1.4048216993554508,0.9556884632087372,0.7446650395480073,0.20705968141555786
133,B00DPXO33Y,"[1, 1]",Febreze Car Vent Clips Air Freshener and Odor Eliminator is great! Really gets rid of the smelly odor and leaves a wonderful fresh scent that isn't overpowering.,5.0,"04 30, 2014","Febreze Car Vent Clips Air Freshener and Odor Eliminator, Meadows and Rain - 2 Pieces",11.45,Febreze,161,28,1.0,5.75,0.4627647950817956,1.1946105790109216,0.1963254594249294,0.9650568962097168
134,B000CQI22K,"[0, 1]",Does exactly what is designed to do. I used it to add an additional fuse to a set of daytime running leds I had installed on my car.,5.0,"08 9, 2013",WirthCo 30103 Tapa Circuit for ATM Mini Fuse Blocks,6.45,WirthCo,132,28,0.0,4.714285714285714,0.4627647950817956,1.1946105790109216,0.11059381775465456,0.5
135,B0002SRBJ8,"[2, 2]","I've had to remove the radio from my Windstar twice, and twice I've used these tools.  Just push into the holes (about three quarters on an inch in) and apply pressure out to the sides of the radio.  Then slowly pull towards you.  Takes a little practice, but radio comes out.",4.0,"08 20, 2010",OTC 7575 Radio Removal Tool for Ford,8.61,OTC,276,53,1.0,5.2075471698113205,0.8759476478333988,0.9556884632087372,0.1476298869562133,0.00015494227409362793
136,B00DUTE1SK,"[2, 2]",I would have given it 5 stars but I still feel like its priced waaaay to high for what it is. If this was $100 it would be 5 stars. I use this part to make my Roadmaster tow bar work with my aftermarket bumper on my Jeep Rubicon that we tow behind our class A motorhome. Easy to install on tow bar and simply use your D Ring recovery mounts on bumper to hook up tow bar to.,4.0,"01 27, 2014",Blue Ox BX88291 Off-Road Adapter Lug Kit,246.54,Blue Ox,373,79,1.0,4.7215189873417724,1.3056578146950664,0.9556884632087372,4.227255787477913,0.7505747675895691
137,B000CQBMAY,"[0, 1]","Standard Hitch receiver d-ring, black on silver, but you cant find a better price!  Especially through and 4wd company, they will charge tons more!  Love it!",5.0,"05 13, 2011",WARN 62041 Steel Receiver Shackle Bracket,31.42,Warn,157,27,0.0,5.814814814814817,0.4462374809717315,1.1946105790109216,0.5387376362560072,0.9190806150436401
138,B002Y2UBFQ,"[2, 2]","I too saw the negative reviews, but Shumacher has a good reputation, and they are local to me in case I had problems. I bought 2 units and both worked fine.  After a week I did have a problem with a dead wall wart charger, which the mfr quickly replaced for free.  Can't say why others have had problems.  You could try charging the battery from your car with the optional cable; it's a direct connection to the internal battery  -- which itself can be replaced if needed and you are handy with tools and are careful to avoid short circuiting anything.  The battery is a standard size and widely available.",5.0,"08 25, 2012",Schumacher IP-1800I Instant Power 950 Peak Amps Jump Starter with 18Ah Internal Battery,127.23,Schumacher,606,112,1.0,5.410714285714287,1.8510591803271823,1.1946105790109216,2.181527353941814,0.014351576566696167
139,B002N5YDG2,"[1, 1]",I mounted the fan in my fridge compartment it works like a champ and also draws less power than the old one works great.,5.0,"04 29, 2014",Valterra A10-2618VP FridgeCool 12 Volt Exhaust Fan,36.6,Valterra,120,24,1.0,5.0,0.3966555386415391,1.1946105790109216,0.6275556170264119,0.9997062683105469
140,B0046TT4BW,"[10, 13]","Being able to start my car from my phone is one of the coolest things I've ever seen. It saves me a lot of time - it wouldn't seem like it but it's true. The GPS is awesome - when I am cooking dinner I can know exactly how far away my husband is and how much time I've got. The possibilities for the GPS locator are endless, it's such a useful thing to have. Not to mention when I forget if I've locked the car or not and I can do it from much further away than my old keychain gadget could handle. The parking meter feature and parking spot locator are two of my favorite attributes. When you think of all the technology that is so advanced in the 21st century, sometimes you wonder, well where is it in my daily life? With the Viper and the app and all the features, I feel like I am on the cutting edge. I'm excited to see what comes next!",5.0,"06 11, 2012",Viper VSS5000 SmartStart Security Remote Start System,259.99,Viper,842,175,0.7692307692307693,4.811428571428571,2.8922799692612227,1.1946105790109216,4.4578739035709525,0.9990015625953674
141,B001G4Z5J0,"[19, 23]","Running out of room in our Avalanche for Dogs, bags, food...we were considering getting a roof rack carrier when I looked at this.  We purchased it along with a weather proof bag (19.6 cubic ft. Extra Large Waterproof Vehicle Cargo Carrier Bag ) that fits it perfectly and a light set (Rola 20174 Red Cargo Carrier Light Kit).  This has been a perfect addition to our travel needs.  It is easier to load then a roof rack, holds more and easily removed when you get there.  The light kit needs one modification to work with this carrier (extend one of the wire lengths).  Verry happy with this purchase.",5.0,"01 12, 2012",Pro Series 63153 60&quot; x 24&quot; Hitch Mounted Cargo Carrier (Black),123.89,Pro Series,602,109,0.8260869565217391,5.522935779816514,1.80147723799699,1.1946105790109216,2.1242586173060705,1.0
